"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"BP","GO:0003351","epithelial cilium movement involved in extracellular fluid movement",43,0.483909897588132,1.59725398631716,0.00541785312002547,0.0441051449633107,0.0347695813204406,3494,"tags=35%, list=19%, signal=28%","Dnah11/Dnah9/Dnah5/Ccdc40/Rsph4a/Spag17/Nek10/Cfap221/Cwh43/Kif27/Stk36/Daw1/Iqub/Dydc1/Ak7"
"BP","GO:0048488","synaptic vesicle endocytosis",78,-0.333689349567811,-1.56100306385158,0.00541747898621857,0.0441051449633107,0.0347695813204406,2901,"tags=31%, list=16%, signal=26%","Itsn2/Ap3s2/Ap2m1/Pacsin1/Pik3c3/Ctbp1/Fcho2/Ap2b1/Arf6/Synj2/Capn2/Mff/Cltb/Rock1/Actb/Pip5k1c/Ap2a2/Rac1/Tbc1d24/Btbd9/Cd24a/Rab27b/Atp8a1/Itsn1"
"MF","GO:0005540","hyaluronic acid binding",22,0.590866753733293,1.69994295373762,0.00546738541170865,0.0444220141948063,0.035019380080236,6194,"tags=77%, list=34%, signal=51%","Vcan/Usp17la/Cemip/Acan/Itih2/Ncan/Hmmr/Impg1/Usp17lc/C1qbp/Usp17le/Impg2/Usp17ld/Stab1/Stab2/Hapln3/Hapln2"
"BP","GO:0043401","steroid hormone receptor signaling pathway",114,-0.293789272475197,-1.46675217847654,0.00546960823212873,0.0444220141948063,0.035019380080236,2770,"tags=30%, list=15%, signal=25%","Vps11/Vps18/Rxrb/Ncor2/Pagr1a/Zmiz1/Kmt2d/Rnf14/Ep300/Rhoa/Ywhah/Jak2/Mapk1/Cyp7b1/Zdhhc7/Strn3/Ddx5/Crebrf/Ncoa1/Ube3a/Sfrp1/Hdac1/Akap13/Sirt1/Calcoco1/Pten/Nr3c1/Ncoa2/Prmt2/Zbtb7a/Wbp2/Esr1/Per1/Kdm5d"
"MF","GO:0043130","ubiquitin binding",97,-0.30619124973848,-1.51426633132063,0.00549257230440291,0.0445637317187549,0.0351311008098144,3333,"tags=35%, list=18%, signal=29%","Trp53inp2/Stam/Nod1/Tom1l2/Ubxn2a/Ubxn8/Sirt2/Mdm2/Optn/Rad23a/Faf2/Birc2/Uevld/Stam2/Otub2/Trim32/Smad3/Zfand2b/Ikbkg/Ubap1/Hgs/Tom1l1/Cuedc1/Nbr1/Tnfaip3/Tollip/Eps15/Rnf185/Faap20/Dnajb2/Sqstm1/Amfr/Ube2l6/Klf1"
"BP","GO:0002761","regulation of myeloid leukocyte differentiation",132,-0.280981378043634,-1.40906183280549,0.00550228356628354,0.0445977467393553,0.0351579160039571,1631,"tags=28%, list=9%, signal=26%","Apc/Gsk3b/Nedd9/Traf6/Ctnnb1/Il4/Csf1/Notch2/Ror2/Ubash3b/Ninj1/Zfp36l1/Tcta/Pik3r1/Ndfip1/Sfrp1/Trib1/Lyn/Ikzf1/Tfe3/Inpp5d/Itgam/Tmem64/Ppp3ca/Itgb3/Hcls1/Prdm16/Zbtb7a/Tal1/Fos/Stat5a/Gfi1b/Rbp1/Rassf2/Klf10/Car2/Gata2"
"CC","GO:0005875","microtubule associated complex",126,0.383180570019135,1.47984338494859,0.00550926809377555,0.0446096146951906,0.0351672719159684,5144,"tags=37%, list=28%, signal=27%","Dnah7b/Dnah11/Dnah9/Dnah7a/Dnah5/Cfap70/Dnah6/Dnah10/Aurkb/Haus3/Cdca8/Kif5a/Dnah17/Drc1/Kif27/Lrp8/Kif20a/Kif15/Map1b/Kif17/Nme8/Haus8/Dnah2/Kif21a/Rp1/Haus5/Mefv/Kif12/Aurkc/Kif9/Kifc1/Map1a/Aurka/Haus1/Dynlt1b/Incenp/Birc5/Kif2c/Kifc5b/Kif4/Kif18b/Dynlrb2/Shtn1/Kif20b/Dynlt1a/Kif14/Kif5c"
"MF","GO:0140938","histone H3 methyltransferase activity",38,-0.408924285980338,-1.60498869606982,0.00554546677170161,0.0446788803410974,0.0352218763733412,2159,"tags=26%, list=12%, signal=23%","Kmt2d/Nsd1/Ezh1/Kmt2e/Kmt2c/Mettl23/Kmt2a/Prdm16/Prmt2/Mecom"
"BP","GO:0032232","negative regulation of actin filament bundle assembly",38,-0.408567435645632,-1.60358809265,0.00554546677170161,0.0446788803410974,0.0352218763733412,1591,"tags=39%, list=9%, signal=36%","Pfn1/Coro2b/Arhgap28/Pak2/Arhgef18/Ppp1r9a/Pik3r1/Wasf2/Inpp5k/Arhgap6/Shank3/F11r/Arap1/Stmn1/S1pr1"
"BP","GO:0045599","negative regulation of fat cell differentiation",50,-0.373815738054915,-1.56427457127414,0.00553837618730092,0.0446788803410974,0.0352218763733412,2114,"tags=32%, list=12%, signal=28%","Insig1/Ncor2/Wwtr1/Flcn/Lrp6/Smad3/Trib3/Rora/Sirt1/Tcf7l2/Zfp36l2/Ddit3/Trib2/Sort1/Foxo1/Gata2"
"BP","GO:0001894","tissue homeostasis",264,-0.23709465210096,-1.31656894781778,0.00554292801294383,0.0446788803410974,0.0352218763733412,1213,"tags=13%, list=7%, signal=13%","Ptk2b/Adrb2/Tpp1/Vhl/Add1/Snx10/Cd34/Notch1/Clcn3/Inpp5d/Rac1/Tmem64/Syk/Itgb3/Lipa/Kmt2a/Mbp/Fosl2/Nfkbiz/Atp1b2/Ank/Sash3/Adora2a/Ltbp3/Tlr4/Gata1/Flt3/Def8/Aldh1a1/Ptgs1/S1pr1/Car2/Angpt1/Gata2/Gcnt2"
"BP","GO:0060249","anatomical structure homeostasis",264,-0.23709465210096,-1.31656894781778,0.00554292801294383,0.0446788803410974,0.0352218763733412,1213,"tags=13%, list=7%, signal=13%","Ptk2b/Adrb2/Tpp1/Vhl/Add1/Snx10/Cd34/Notch1/Clcn3/Inpp5d/Rac1/Tmem64/Syk/Itgb3/Lipa/Kmt2a/Mbp/Fosl2/Nfkbiz/Atp1b2/Ank/Sash3/Adora2a/Ltbp3/Tlr4/Gata1/Flt3/Def8/Aldh1a1/Ptgs1/S1pr1/Car2/Angpt1/Gata2/Gcnt2"
"BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway",164,-0.271388255214831,-1.43316144430403,0.00555471953220771,0.0447088531272615,0.035245504937011,2885,"tags=28%, list=16%, signal=24%","Map2k5/Agap2/Tgfbr1/Phip/Ppp2r1a/App/Gsk3b/Tmc8/Il4/Rb1cc1/Cx3cl1/Hgf/Tnfsf10/Dedd2/Fem1b/Hmox1/Tnfaip3/Pak2/Bmp4/Zmynd11/Sfrp1/Tmbim1/Cflar/Mcl1/Skil/Tnfsf4/Tcf7l2/Jak3/Pea15a/Pml/Itprip/Stk4/Deptor/Siah2/Cttn/Madd/Lmna/Rela/Ctnna1/Itga6/Ltb/Tlr4/Gata1/Eya1/Icam1/Eya2"
"BP","GO:0051495","positive regulation of cytoskeleton organization",172,-0.261240982790181,-1.38873183069833,0.00556182594974195,0.0447215079600644,0.0352554811708178,2861,"tags=28%, list=16%, signal=24%","Lpar1/Grb2/Abl1/Plxna3/Numa1/Tgfbr1/Mapre1/Apc/Pfn1/Clip1/Arhgef10/Mylk3/Sorbs3/Braf/Cx3cl1/Cyfip1/Ccdc88a/Rock2/Arf6/Ep300/Smad3/Nckap1l/Rhoa/Evl/Pxn/Add3/Tesk1/Myo1c/Wasf2/Prkce/Fchsd1/Abi2/Ptk2b/Rictor/Rapgef3/Nck1/Cdc42/Cdc42ep4/Cdc42ep3/Rac1/Fchsd2/Dstn/Prkcq/Cttn/Plek/Icam1/Nckap1/Sdc4"
"MF","GO:0005125","cytokine activity",146,0.370934019283165,1.4540563393268,0.00560489976679152,0.044966778787347,0.035448836480767,4947,"tags=41%, list=27%, signal=30%","Ifna4/Osm/Spp1/Pglyrp1/Gdf10/Ifng/Ifna6/Cmtm5/Vegfa/Cxcl10/Il12b/Ccl24/Tnfsf15/Ifna12/Gpi1/Tnfsf11/Ifnb1/Bmp5/Tnfsf8/Gh/Lta/Bmp3/Ifna7/Gdf2/Ccl2/Wnt3a/Il1rn/Ccl28/Ifna9/Il25/Il33/Ccl5/Wnt7a/Ifna5/Kitl/Il20/Wnt5b/Ctf2/Cxcl15/Ccl22/Il17f/Ifna15/Csf2/Ccl9/Il19/Wnt3/Sectm1b/Mif/Epo/Wnt10b/Ifnl3/Il6/Ccl12/Cmtm2a/Cmtm2b/Cxcl9/Ifna2/Il10/Bmp2/Fgf2"
"BP","GO:0007269","neurotransmitter secretion",155,0.358020567651076,1.41454950567377,0.00561257487111079,0.044966778787347,0.035448836480767,2649,"tags=28%, list=14%, signal=24%","Baiap3/Cacna1e/Ppt1/Ptprn2/Dtnbp1/Nrxn3/Abcc8/Unc13c/Ntrk2/Rph3a/Syt12/Ppfia2/Htr1d/Rims1/Kcnj8/Rims2/Syt7/Erc2/Lin7a/Cadps/Cacna1d/Chrna3/Otof/Npy1r/Syn2/Rimbp2/Pclo/P2ry4/Trim9/Stxbp5l/Dgki/Kcnh1/Sv2b/Prkcg/Syt4/Snap25/Sptbn2/Xbp1/Snap91/Gpr158/Syt1/Wnt7a/Sv2a/Nlgn1"
"BP","GO:0099643","signal release from synapse",155,0.358020567651076,1.41454950567377,0.00561257487111079,0.044966778787347,0.035448836480767,2649,"tags=28%, list=14%, signal=24%","Baiap3/Cacna1e/Ppt1/Ptprn2/Dtnbp1/Nrxn3/Abcc8/Unc13c/Ntrk2/Rph3a/Syt12/Ppfia2/Htr1d/Rims1/Kcnj8/Rims2/Syt7/Erc2/Lin7a/Cadps/Cacna1d/Chrna3/Otof/Npy1r/Syn2/Rimbp2/Pclo/P2ry4/Trim9/Stxbp5l/Dgki/Kcnh1/Sv2b/Prkcg/Syt4/Snap25/Sptbn2/Xbp1/Snap91/Gpr158/Syt1/Wnt7a/Sv2a/Nlgn1"
"BP","GO:0030100","regulation of endocytosis",310,-0.226957015786573,-1.24413984825791,0.00561458727836074,0.044966778787347,0.035448836480767,3020,"tags=26%, list=17%, signal=22%","Cfp/Sirt2/Cln3/Flot1/Pld2/Ldlrap1/Ppp3r1/Lpar1/Mdm2/Atg5/Itgb1/Ubqln2/Lrsam1/Wdr54/Ptk2/Snx12/Efnb2/App/Ankrd13d/Ap2m1/Mex3b/Pacsin1/Wasl/Il4/Aak1/Plscr1/Numb/Rnf220/Ap2b1/Rnf216/Rab4a/Cd300a/Neu3/Nckap1l/Cbl/Dock2/Clip3/Mff/Ccdc32/Sirpa/Clu/Prom2/Smpd1/Tnk2/Add1/Rock1/Cdc42/Pros1/Snx33/Actb/Pip5k1c/Rac1/Syk/Ppp3ca/Ano6/Itgb3/Pten/Il15/Btbd9/Rab5b/Sphk1/Cnn2/Nr1h2/Cd63/Insr/Unc119/Il2rg/Arrb1/Tgm2/Eef2k/Mctp1/Ankrd13a/Plk2/Sdcbp/Tfr2/Gas6/Itsn1/Angpt1/Apoe/Gata2"
"BP","GO:0010944","negative regulation of transcription by competitive promoter binding",10,-0.714065223187526,-1.92995967632643,0.00562878039598775,0.0449912704055163,0.0354681440538476,3172,"tags=50%, list=17%, signal=41%","Mad2l2/Creb1/Kdm2a/Dach1/Smad7"
"MF","GO:0043425","bHLH transcription factor binding",29,-0.479878494879235,-1.79096544744712,0.00562615971166251,0.0449912704055163,0.0354681440538476,2747,"tags=41%, list=15%, signal=35%","Tcf12/Csrp3/Id3/Sp1/Ep300/Smad3/Crebbp/Sirt1/Runx2/Tcf4/Tcf15/Lmo2"
"BP","GO:0002456","T cell mediated immunity",138,-0.281393812989107,-1.43815702181962,0.00565741880169306,0.0451754953917802,0.0356133748573397,1919,"tags=24%, list=10%, signal=22%","Pnp/Dpp4/Traf6/Il4/Il7r/Clec4g/Prkaa1/Cr1l/Kdelr1/Fbxo38/Nckap1l/Spn/Crlf2/Il18/Tnfsf4/Il12a/Cd55/Fosl2/Klhl22/Nfkbiz/Cd24a/Cd274/Sash3/H2-T23/Tnfrsf1b/Serpinb9/Il18rap/Il1r1/Slamf1/Icam1/Cd81/Kdm5d/Smad7"
"MF","GO:0042974","nuclear retinoic acid receptor binding",32,-0.462520295921633,-1.76053342026978,0.00566659874962482,0.0452041307953783,0.0356359491169839,3063,"tags=41%, list=17%, signal=34%","Ctbp2/Rxrb/Ncor2/Vdr/Nsd1/Ncoa1/Rarg/Ncoa2/Tacc1/Nr1h2/Rarb/Prmt2/Nrip1"
"BP","GO:0086001","cardiac muscle cell action potential",55,0.461771334510481,1.59975194131668,0.00567432507190096,0.0452211251538774,0.0356493463460444,5165,"tags=42%, list=28%, signal=30%","Ryr2/Dsp/Cacna1c/Ank2/Scn4b/Scn1a/Kcnj8/Dsc2/Scn2b/Cacna1d/Scn10a/Scn5a/Tbx18/Ctnna3/Cacna2d1/Rnf207/Kcne2/Kcne1/Ank3/Kcnn2/Hcn4/Kcnj2/Bin1"
"CC","GO:0098878","neurotransmitter receptor complex",38,0.49940129347265,1.61228651325467,0.00569331004870694,0.0452617264145381,0.0356813536965572,3854,"tags=50%, list=21%, signal=40%","Grik4/Olfm1/Gria1/Grik3/Grik1/Cnih3/Lrrtm4/Grin2b/Gria4/Grin2a/Shisa6/Grid2/Htr3a/Olfm3/Grik2/Cacng4/Htr3b/Cacng5/Grin3a"
"BP","GO:1902475","L-alpha-amino acid transmembrane transport",73,0.423750980517793,1.53138170426678,0.00569622271545419,0.0452617264145381,0.0356813536965572,5199,"tags=40%, list=28%, signal=29%","Slc17a8/Slc1a1/Slc25a12/Slc1a2/Ace2/Slc6a7/Slc1a5/Grik1/Slc7a2/Slc47a1/AU018091/Slc7a13/Slc6a5/Ttyh2/Slc1a3/Slc17a6/Slc38a4/Slc3a1/Slc7a8/Slc6a20a/Slc38a3/Slc25a29/Slc22a2/Slc7a11/Slc6a14/Slc1a7/Slc7a3/Slc7a1/Slc6a20b"
"BP","GO:0099537","trans-synaptic signaling",728,0.289242305123834,1.24834442624934,0.00568867929109876,0.0452617264145381,0.0356813536965572,4286,"tags=31%, list=23%, signal=25%","Slc17a8/Prnp/Baiap3/Cacna1e/Fabp5/Ppt1/Camk2b/Met/Slc1a1/Atf4/Cacna1c/Grik4/Ptprn2/Ccr2/Ifng/Dtnbp1/Slc4a10/Adcy8/Ptchd1/Nrxn3/Tnr/Abcc8/Gria1/Rasgrf1/Kcnma1/Dcc/Unc13c/Ntrk2/Slc6a3/Lama2/Cdc20/Grid1/Rph3a/Syt12/Sorcs3/Kcnq2/Grik3/Arhgap44/Dgkb/Nos1/Ppfia2/Htr1d/Reln/Rims1/Gabrg2/Atp2b2/Grik1/Cnih3/Trpv1/Dcdc2a/Ptprd/Kcnj8/Rims2/Syt7/Ptpn5/Tenm2/Erc2/Lin7a/Gabrb2/Slc6a4/Cadps/Cacnb3/Cacna1d/Grip1/Adcy1/Grin2b/Clstn2/Faah/Chrna3/Gria4/Chrna6/Otof/Slc6a1/Npy1r/Bdnf/Syn2/Grin2a/Bsn/Slc6a2/Lrp8/Usp14/Rimbp2/Chrna5/Erbb4/Nalcn/Pclo/Gabra1/P2ry4/Chat/Syt6/Ncan/Dlgap2/Chrnb2/Trim9/Chrnd/Cntnap2/Plat/Shisa6/Egfr/Grm5/Gdnf/Cntn2/Bche/Slc8a3/Stxbp5l/Slc6a5/Dgki/Rab3b/Musk/Kcnh1/Psmc5/Cdh2/Dlgap1/Slc1a3/Gnao1/Sv2b/Map1b/Fcgr2b/Slc29a1/Glra1/Calb1/Slc17a6/Grid2/Crhr1/Cntnap4/Prkcg/Atp1a3/Syt4/Ccl2/Tmem108/Camk4/Gabrg3/Plg/Adora1/Tmod2/Wnt3a/Snap25/Ephb1/Drd5/Gabra5/Htr3a/Igsf9b/Gabrp/Sptbn2/Htr4/Grm7/Scgn/Gabrr3/Gabrb3/Xbp1/Snap91/Gpr158/Syt1/Wnt7a/Lgi1/Sv2a/Crhr2/Nlgn1/Chrna4/Gabrb1/Pirb/Grik2/Npy5r/Ina/Chrnb3/Kat2a/Chrd/Kcnq3/Cacng4/Sv2c/Htr3b/Pvalb/Pcdh17/Adcyap1/Htr7/Cux2/Gabra6/Drd3/Sncg/Cdh8/Drd1/Neto1/Slc5a7/Dkk1/Adgrb1/Jph4/2610042L04Rik/Ppfia3/Shank2/Slc7a10/Mir128-2/Mme/Gabrg1/Gabbr2/Chrdl1/Drd2/Nptn/Ica1/Igsf8/Pdyn/Syt2/Htr5a/Oprm1/Cacng5/Mapt/Cpeb1/Elfn2/Map1a/Grin3a/Doc2b/Pnoc/Ezh2/Mir7b/Slc8a2/Nrg3/Htr2b/Adora3/Cacna1b/Htr5b/Slitrk3/Pcdh8/Akap12/Cbln1/Stx19/Ace/Sctr/Ston2/Lrrc4c"
"BP","GO:0090481","pyrimidine nucleotide-sugar transmembrane transport",11,-0.65930828508848,-1.83688142060493,0.0057116584060435,0.045339795264477,0.0357428980181732,3423,"tags=82%, list=19%, signal=67%","Slc35a2/Slc35d2/Slc35d1/Tmem241/Slc35a3/Slc35a1/Slc35a5/Slc35b4/Slc35d3"
"BP","GO:0060008","Sertoli cell differentiation",30,-0.453160669910946,-1.69502142417824,0.00573879928445419,0.045433684831544,0.0358169143475605,2577,"tags=30%, list=14%, signal=26%","Abcb1a/Atrx/Arid4a/Ctsl/Fndc3a/Map7/Gata1/Icam1/Sdc1"
"BP","GO:0007040","lysosome organization",96,-0.310051504932032,-1.53068524584067,0.00574035295297692,0.045433684831544,0.0358169143475605,4845,"tags=54%, list=26%, signal=40%","Vps33a/Tfeb/Ppp3cb/Rab20/Acp2/Cln6/Chmp2b/Zkscan3/Lamtor1/Chmp7/Fnip1/Rab7/Spg11/Gaa/P2rx7/Idua/Hspa8/Chmp3/Lyst/Gnptab/Cln5/Chmp2a/Hook1/Cln3/Tmem106b/Rab14/Abca1/Vps18/Cln8/Vps35/Irgm1/Coro1a/Tmem175/Ap3b1/Chmp5/Chmp1a/Mbtps1/Flcn/Hexb/Lamp2/Mcoln1/Naglu/Irgm2/Tmem9/Tpp1/Laptm4b/Tfe3/Arl8b/Lipa/Creg1/Aktip/Laptm5"
"BP","GO:0080171","lytic vacuole organization",96,-0.310051504932032,-1.53068524584067,0.00574035295297692,0.045433684831544,0.0358169143475605,4845,"tags=54%, list=26%, signal=40%","Vps33a/Tfeb/Ppp3cb/Rab20/Acp2/Cln6/Chmp2b/Zkscan3/Lamtor1/Chmp7/Fnip1/Rab7/Spg11/Gaa/P2rx7/Idua/Hspa8/Chmp3/Lyst/Gnptab/Cln5/Chmp2a/Hook1/Cln3/Tmem106b/Rab14/Abca1/Vps18/Cln8/Vps35/Irgm1/Coro1a/Tmem175/Ap3b1/Chmp5/Chmp1a/Mbtps1/Flcn/Hexb/Lamp2/Mcoln1/Naglu/Irgm2/Tmem9/Tpp1/Laptm4b/Tfe3/Arl8b/Lipa/Creg1/Aktip/Laptm5"
"BP","GO:0060211","regulation of nuclear-transcribed mRNA poly(A) tail shortening",13,-0.629433171684442,-1.86123506748221,0.00575830263931675,0.0454352455845447,0.0358181447420739,5096,"tags=85%, list=28%, signal=61%","Cpeb3/Cnot1/Eif4enif1/Tnrc6b/Ago2/Cnot7/Tnrc6c/Tnrc6a/Tob1/Btg2/Zfp36"
"BP","GO:0060213","positive regulation of nuclear-transcribed mRNA poly(A) tail shortening",13,-0.629433171684442,-1.86123506748221,0.00575830263931675,0.0454352455845447,0.0358181447420739,5096,"tags=85%, list=28%, signal=61%","Cpeb3/Cnot1/Eif4enif1/Tnrc6b/Ago2/Cnot7/Tnrc6c/Tnrc6a/Tob1/Btg2/Zfp36"
"BP","GO:0043647","inositol phosphate metabolic process",37,-0.440835981757191,-1.72409664579401,0.00575832725588975,0.0454352455845447,0.0358181447420739,3849,"tags=43%, list=21%, signal=34%","Itpk1/Plcg2/Myh9/Itpkc/Itpkb/Nudt11/Nudt3/Synj2/Ptafr/P2ry1/Pten/Plcg1/Lhcgr/Plek/Ip6k1/Prkg1"
"BP","GO:0099536","synaptic signaling",765,0.288774432288384,1.2485419193921,0.00576304005991317,0.0454352455845447,0.0358181447420739,4286,"tags=31%, list=23%, signal=25%","Slc17a8/Prnp/Baiap3/Nrg1/Cacna1e/Fabp5/Ppt1/Camk2b/Met/Slc1a1/Atf4/Drp2/Cacna1c/Grik4/Ptprn2/Ccr2/Ifng/Dtnbp1/Slc4a10/Adcy8/Ptchd1/Nrxn3/Tnr/Abcc8/Gria1/Rasgrf1/Kcnma1/Dcc/Unc13c/Ntrk2/Slc6a3/Lama2/Cdc20/Grid1/Rph3a/Syt12/Sorcs3/Kcnq2/Grik3/Arhgap44/Dgkb/Nos1/Ppfia2/Htr1d/Reln/Rims1/Dtna/Gabrg2/Atp2b2/Grik1/Cnih3/Trpv1/Dcdc2a/Ptprd/Kcnj8/Rims2/Syt7/Ptpn5/Tenm2/Erc2/Lin7a/Gabrb2/Slc6a4/Cadps/Cacnb3/Cacna1d/Kpna2/Grip1/Adcy1/Grin2b/Clstn2/Faah/Chrna3/Gria4/Chrna6/Otof/Slc6a1/Npy1r/Bdnf/Syn2/Grin2a/Bsn/Slc6a2/Lrp8/Usp14/Rimbp2/Chrna5/Erbb4/Nalcn/Pclo/Gabra1/P2ry4/Chat/Syt6/Ncan/Dlgap2/Chrnb2/Trim9/Chrnd/Cntnap2/Plat/Shisa6/Egfr/Grm5/Gdnf/Cntn2/Bche/Slc8a3/Stxbp5l/Slc6a5/Dgki/Rab3b/Musk/Kcnh1/Psmc5/Cdh2/Dlgap1/Slc1a3/Gnao1/Sv2b/Map1b/Fcgr2b/Slc29a1/Glra1/Calb1/Slc17a6/Grid2/Crhr1/Cntnap4/Prkcg/Atp1a3/Syt4/Ccl2/Tmem108/Camk4/Gabrg3/Plg/Adora1/Tmod2/Wnt3a/Snap25/Dytn/Ephb1/Drd5/Gabra5/Htr3a/Igsf9b/Gabrp/Sptbn2/Htr4/Grm7/Scgn/Gabrr3/Gabrb3/Ly6f/Xbp1/Snap91/Gpr158/Lrit3/Syt1/Wnt7a/Lgi1/Sv2a/Crhr2/Nlgn1/Chrna4/Gabrb1/Pirb/Grik2/Npy5r/Ina/Chrnb3/Kat2a/Chrd/Kcnq3/Cacng4/Sv2c/Htr3b/Pvalb/Pcdh17/Adcyap1/Htr7/Cux2/Gabra6/Drd3/Sncg/Cdh8/Drd1/Neto1/Slc5a7/Dkk1/Adgrb1/Jph4/2610042L04Rik/Ppfia3/Shank2/Slc7a10/Mir128-2/Mme/Gabrg1/Ly6g6e/Gabbr2/Chrdl1/Drd2/Nptn/Ica1/Igsf8/Pdyn/Syt2/Htr5a/Oprm1/Cacng5/Mapt/Ly6c2/Cpeb1/Elfn2/Map1a/Grin3a/Doc2b/Pnoc/Ezh2/Mir7b/Slc8a2/Nrg3/Htr2b/Adora3/Cacna1b/Psca/Htr5b/Slitrk3/Pcdh8/Akap12/Cbln1/Stx19/Ace/Sctr/Ston2/Lrrc4c"
"MF","GO:0070411","I-SMAD binding",15,-0.61120461859284,-1.89761892392576,0.00577499740815114,0.045485140404746,0.0358574785207045,2728,"tags=47%, list=15%, signal=40%","Tgfbr1/Ctnnb1/Smad3/Smad5/Smad1/Smad4/Smad7"
"BP","GO:0045647","negative regulation of erythrocyte differentiation",10,-0.712963850001977,-1.92698290926416,0.00579735411261129,0.0454855749988146,0.0358578211259453,2488,"tags=70%, list=14%, signal=61%","Klf13/Hoxa5/Zfp36l1/Zfp36/Stat5a/Stat5b/Lmo2"
"BP","GO:0002724","regulation of T cell cytokine production",35,-0.454945609944578,-1.74843999483006,0.0058026253707409,0.0454855749988146,0.0358578211259453,1088,"tags=26%, list=6%, signal=24%","Il18/Tnfsf4/Cd55/Sash3/Tnfrsf1b/Il1r1/Slamf1/Cd81/Smad7"
"BP","GO:0050919","negative chemotaxis",47,0.475846295878736,1.60489184533636,0.00579964758882638,0.0454855749988146,0.0358578211259453,2856,"tags=34%, list=16%, signal=29%","Sema4a/Nrg1/Igfals/Unc5c/Robo2/Ntn1/Slit1/Sema6a/Sema3a/Sema4d/Lrtm1/Flrt2/Efna5/Slit2/Sema3c/Slit3"
"BP","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle",62,-0.361137702032728,-1.59746623384816,0.00578645464103316,0.0454855749988146,0.0358578211259453,2816,"tags=27%, list=15%, signal=23%","Mdm2/Pkd2/Apc/Dcun1d3/Wac/Plk3/Ppp2r3d/Rbm38/Pml/Pten/Rbl2/Prmt2/Crlf3/Casp2/Ctdsp2/Ccnd1/Fhl1"
"BP","GO:0030278","regulation of ossification",120,-0.28866096764096,-1.44856572314253,0.00580319611728472,0.0454855749988146,0.0358578211259453,2203,"tags=25%, list=12%, signal=22%","Csf1/Fzd9/Vdr/Atraid/Lrp6/Smad3/Nbr1/Bmpr2/Atp2b1/Bmp4/Mapk1/Kremen1/Sfrp1/Ptk2b/Adrb2/Notch1/Srgn/P2ry2/Egr2/Ano6/Runx2/Mapk14/Nfe2/Ank/Ltbp3/Pbx1/Gata1/Mef2c/Smad7/S1pr1"
"CC","GO:0001917","photoreceptor inner segment",66,0.446516967575984,1.58290923978811,0.00583040935186065,0.0456545910585135,0.0359910622169121,5693,"tags=47%, list=31%, signal=32%","Ush2a/Gnb1/Adgrv1/Nos1/Hkdc1/Prph2/Myo3a/Mak/Kif17/Rs1/Atp1a3/Ush1c/Arr3/Snap25/Sptbn2/Impg1/Sag/Rp1/Gngt1/Dnm3/Shank2/Myo7a/Myo3b/Dynlt1b/Cdh23/Guca1b/Gnat3/Gnat2/Gnat1/Ccdc66/Cib2"
"CC","GO:0005732","sno(s)RNA-containing ribonucleoprotein complex",28,0.546201882952792,1.64828116157456,0.00585069148920911,0.0457690589780241,0.0360813011593148,1511,"tags=25%, list=8%, signal=23%","Nolc1/Dkc1/Nop56/Rpp25/Nop58/Mphosph10/Nhp2"
"BP","GO:0032608","interferon-beta production",67,-0.336471461736473,-1.52880097881209,0.00586869075399754,0.0458211497420813,0.0361223660749485,3493,"tags=36%, list=19%, signal=29%","Ptprs/Irf3/Ptpn22/Ppm1b/Rnf135/Tbk1/Polr3f/Riok3/Flot1/Ifih1/Rel/Rnf216/Nmi/Irf1/Relb/Sirpa/Atg9a/Crebbp/Ifnar1/Nlrx1/Tlr7/Tlr4/Arrdc4/Zbtb20"
"BP","GO:0032648","regulation of interferon-beta production",67,-0.336471461736473,-1.52880097881209,0.00586869075399754,0.0458211497420813,0.0361223660749485,3493,"tags=36%, list=19%, signal=29%","Ptprs/Irf3/Ptpn22/Ppm1b/Rnf135/Tbk1/Polr3f/Riok3/Flot1/Ifih1/Rel/Rnf216/Nmi/Irf1/Relb/Sirpa/Atg9a/Crebbp/Ifnar1/Nlrx1/Tlr7/Tlr4/Arrdc4/Zbtb20"
"BP","GO:0048010","vascular endothelial growth factor receptor signaling pathway",45,-0.396545236183752,-1.62446282289834,0.00587986677803537,0.0458640959780925,0.036156222049045,2016,"tags=29%, list=11%, signal=26%","Clec14a/Hgs/Bmp4/Ptk2b/Vegfc/Emilin1/Myof/Mapk14/Hhex/Tek/Grb10/Prkd2/Angpt1"
"MF","GO:0001222","transcription corepressor binding",55,-0.372093200597035,-1.59232553058461,0.00594235015845281,0.0463067807429674,0.036505205460038,2505,"tags=40%, list=14%, signal=35%","Usp11/Ctnnb1/Ctbp1/Stat1/Trappc2/Atxn3/Smad3/Bcl6/Hdac5/Fam89b/Hdac1/Rora/Per3/Phf1/Smad4/Ets1/Zbtb7a/Esr1/Pbx1/Per1/Hes1/Hnf4a"
