"ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"BP","GO:0045582","positive regulation of T cell differentiation",120,-0.321815240686896,-1.61494132945515,0.00058871617007228,0.00871321496401849,0.00686892280948031,2400,"tags=30%, list=13%, signal=26%","Il4/Il7r/Ap3b1/Zmiz1/Il4ra/Gimap5/Arid2/Ep300/Nckap1l/Bcl6/Shb/Rhoa/H2-DMa/Irf1/Brd2/Il18/Tnfsf4/Actb/Il12a/Syk/Anxa1/Sox4/Socs5/Lgals9/Nfkbiz/Rhoh/Il2rg/Egr3/Nfkbid/Vnn1/Sash3/Stat5a/Smarca2/Stat5b/Cd27/Tgfbr2"
"BP","GO:0045648","positive regulation of erythrocyte differentiation",29,-0.547908755061205,-2.0448627290859,0.000590639870231719,0.00872570528581814,0.00687876935368491,2214,"tags=55%, list=12%, signal=49%","Acvr2a/Kat7/Ankrd54/Hif1a/Abcb10/Stat1/Nckap1l/Fam210b/Inpp5d/Mapk14/Ets1/Tal1/Stat3/Gata1/Stat5b/Gata2"
"BP","GO:0045766","positive regulation of angiogenesis",158,-0.289445172566377,-1.5187374303254,0.000592075095677394,0.00873094680322814,0.00688290141959199,2108,"tags=25%, list=12%, signal=23%","S100a1/Cela1/Hgf/Rhob/Cysltr2/Itga5/Tbxa2r/Ramp2/Hmox1/Ninj1/Pxn/Pdpk1/Itgb2/Jup/Rras/Zc3h12a/Smad1/Ptk2b/Add1/Rapgef3/Vegfc/Cd34/Sirt1/Emilin1/Itgb3/Gab1/Sphk1/Jak1/Plcg1/Tgm2/Ets1/Stim1/Stat3/Tie1/Tek/Tgfbr2/Eng/Aqp1/Prkd2/Gata2"
"MF","GO:0004890","GABA-A receptor activity",17,0.67619764098374,1.8379902775081,0.000604646545745444,0.00886778355021584,0.00699077446719156,3403,"tags=65%, list=19%, signal=53%","Gabrg2/Gabrb2/Gabra1/Gabrg3/Gabra5/Gabrp/Gabrr3/Gabrb3/Gabrb1/Gabra6/Gabrg1"
"CC","GO:1902711","GABA-A receptor complex",17,0.67619764098374,1.8379902775081,0.000604646545745444,0.00886778355021584,0.00699077446719156,3403,"tags=65%, list=19%, signal=53%","Gabrg2/Gabrb2/Gabra1/Gabrg3/Gabra5/Gabrp/Gabrr3/Gabrb3/Gabrb1/Gabra6/Gabrg1"
"CC","GO:0044306","neuron projection terminus",186,0.375966465070638,1.51418224696627,0.000604434627447446,0.00886778355021584,0.00699077446719156,3123,"tags=32%, list=17%, signal=27%","Slc17a8/Prnp/Ush2a/Slc1a1/Grik4/Ptprn2/Kcna2/Slc4a10/Slc1a2/Kcnma1/Tnn/Unc13c/Ntrk2/Hcn1/Slc6a3/Grik3/Nos1/Grik1/Scn9a/Syt7/Erc2/Amph/Casr/Grip1/Kcnc2/Grin2b/Gria4/Bdnf/Grin2a/Bsn/Rimbp2/Pclo/Kcna1/Dbh/Slc8a3/Dgki/Glra1/Calb1/Prkcg/Atp1a3/Syt4/Ccl2/Adora1/Grm7/Atcay/Scgn/Cyp19a1/Gabrb3/Snap91/Cckar/Syt1/Crhr2/Gad1/Uchl1/Grik2/Adcyap1/Htr7/Sncg/Cdh8/Drd1"
"CC","GO:0097524","sperm plasma membrane",16,0.705215072601127,1.88840260564143,0.00060631223870893,0.00887610362501243,0.00699733346427621,3118,"tags=69%, list=17%, signal=57%","Hsp90b1/Hspd1/Hsp90ab1/Gpx5/Hsp90aa1/Adam21/Adam29/Opn4/Adam1b/Adam39/Adam25"
"BP","GO:0002221","pattern recognition receptor signaling pathway",250,-0.255480666820383,-1.40040059740371,0.000621716600138072,0.00908515704469395,0.0071621373637301,3493,"tags=30%, list=19%, signal=25%","Ptprs/Hspa8/Irf3/Ptpn22/Ppp2ca/Slc15a4/Rnf135/Rnf170/Nod1/Cd86/Pja2/Tbk1/Gpr108/Sirt2/Riok3/Flot1/Zdhhc18/Dab2ip/Itch/Mark4/Trim3/Nfkbil1/App/Fosl1/Lyplal1/Ifih1/Traf6/Pcbp2/Irgm1/Spsb3/Ap3b1/Trim25/Trim32/Pum1/Ly96/Arf6/Pik3ap1/Lamp2/Cd300a/Tifa/Nmi/Naglu/Zdhhc5/Ninj1/Tnfaip3/Irf1/Zdhhc9/Gbp2/Irgm2/Rps6ka3/Atat1/Pik3r1/Pdpk1/Prkce/Aim2/Lyn/Nek7/Sqstm1/Nlrx1/Ogt/Ppp6c/Tlr7/Nfkbiz/Irf2/Cd274/Rela/Tspan6/Peli1/Smpdl3a/Esr1/Tlr4/Rnf125/Irak3/Sec14l1/Rnf144a/Tnip3"
"BP","GO:0022602","ovulation cycle process",55,-0.422887962264093,-1.80969525325796,0.00063141105040081,0.0092091734116857,0.00725990367105711,1001,"tags=25%, list=5%, signal=24%","Notch1/Sirt1/Mfn2/Sgpl1/Casp3/Arrb1/Mmp2/Casp2/Esr1/Stat5a/Npr2/Lhcgr/Nrip1/Stat5b"
"BP","GO:0086065","cell communication involved in cardiac conduction",34,0.562636713333362,1.79500017738339,0.000632482519921491,0.0092091734116857,0.00725990367105711,2228,"tags=38%, list=12%, signal=34%","Ryr2/Dsp/Cacna1c/Ank2/Scn4b/Dsc2/Cacna1d/Scn10a/Scn5a/Tnni3k/Tbx18/Ctnna3/Cacna2d1"
"BP","GO:0019076","viral release from host cell",24,-0.560993575789263,-1.98976377985055,0.000637460691753296,0.00921524123445149,0.00726468714149505,4437,"tags=67%, list=24%, signal=51%","Chmp2b/Chmp7/Vps4b/Tsg101/Rab7/Chmp3/Chmp2a/Vps4a/Trim25/Chmp5/Chmp1a/Vps37b/Ist1/Trim62/Arl8b/Cav2"
"BP","GO:0035891","exit from host cell",24,-0.560993575789263,-1.98976377985055,0.000637460691753296,0.00921524123445149,0.00726468714149505,4437,"tags=67%, list=24%, signal=51%","Chmp2b/Chmp7/Vps4b/Tsg101/Rab7/Chmp3/Chmp2a/Vps4a/Trim25/Chmp5/Chmp1a/Vps37b/Ist1/Trim62/Arl8b/Cav2"
"BP","GO:0032233","positive regulation of actin filament bundle assembly",63,-0.394786697157704,-1.75955268183698,0.000636019807098374,0.00921524123445149,0.00726468714149505,3131,"tags=37%, list=17%, signal=30%","Epha1/Arhgef5/Lpar1/Abl1/Tgfbr1/Pfn1/Arhgef10/Sorbs3/Braf/Cx3cl1/Ccdc88a/Rock2/Smad3/Rhoa/Evl/Pxn/Tesk1/Rapgef3/Cdc42/Rac1/Prkcq/Plek/Sdc4"
"BP","GO:0046661","male sex differentiation",162,-0.297012489930003,-1.54670742192427,0.000634473148021567,0.00921524123445149,0.00726468714149505,1962,"tags=24%, list=11%, signal=22%","Patz1/Spata2/Arid4a/Ctsl/Tnfsf10/Cbl/Fndc3a/Prdx4/Smad5/Kdm5a/Ncoa1/Nupr1/Sfrp1/Insl6/Tbc1d20/Hoxa10/Lhfpl2/Ago4/Pitx2/Sgpl1/Crkl/Smad4/Map7/Rec8/Jmjd1c/Insr/Mmp14/Ctnna1/Esr1/Stat5a/Lhcgr/Gata1/Adgrg1/Rhobtb3/Stat5b/Kit/Icam1/Sdc1/Ccnd1"
"BP","GO:0050909","sensory perception of taste",39,0.550255098232178,1.78395493313039,0.000644903714965339,0.00930619092970519,0.0073363858702448,5648,"tags=69%, list=31%, signal=48%","Gnb1/Lpo/Trpv1/Asic2/Pkd2l1/Scnn1b/Pigr/Tas2r108/Rtp2/Cd36/Tas2r126/Tas2r138/Azgp1/Rtp1/Tas2r139/Scnn1g/Lef1/Ffar4/Calhm1/Wnt10b/Pkd1l3/Tas2r106/Tas2r104/Gnat3/Car6/Gnat2/Gnat1"
"BP","GO:0040013","negative regulation of locomotion",309,-0.245085485699357,-1.34857229093977,0.000647812094390645,0.00933149649691765,0.00735633510695597,2008,"tags=21%, list=11%, signal=19%","Arid2/Cd200/Rhob/Srgap3/Patz1/Serpinf1/Cd300a/Gdf15/Arid4a/Tcaf1/Gna13/Dll4/Hdac5/Tbxa2r/Rhoa/Sin3b/Evl/Osbpl8/Lrch1/Rnf41/Zeb2/Coro1c/Jup/Cd200r1/Coro1b/Rras/Rap2a/Stk26/Sfrp1/Hdac1/Rap2c/Trib1/Il27ra/Dusp1/Notch1/Arhgdib/Atp2b4/Ogt/Adipor1/Rac1/Ryk/Emilin1/Dag1/Pten/Cnn2/Cd63/Robo4/Atp1b2/Ilk/Spred1/Ctnna1/Trp53inp1/Stat3/Tie1/Mctp1/Dach1/Crk/Dnaja4/Adgrg1/Mef2c/Egfl7/Eng/Hnf4a/Prkg1/Apoe/Tgfbr3"
"BP","GO:1902774","late endosome to lysosome transport",19,-0.628313819687536,-2.11690236276112,0.000651441354182346,0.00936707755008459,0.0073843848576729,4437,"tags=79%, list=24%, signal=60%","Plekhm1/Chmp1b/Chmp6/Chmp2b/Chmp7/Vps4b/Chmp3/Chmp2a/Vps4a/Vps35/Vps41/Chmp5/Chmp1a/Arl8b/Vps39"
"MF","GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",44,0.538236169716818,1.79037419253184,0.000658133239726938,0.00942117488955065,0.00742703162474167,3973,"tags=57%, list=22%, signal=45%","Nos2/Cyp2b23/Nos1/Cyp7a1/Cyp2b19/Gm4847/Cyp2b9/Mical2/Akr1cl/Fmo4/Cyp2d12/Cyp2d10/Fmo9/Sqle/Fmo1/Fmo6/Akr1c20/Cyp2d9/Cyp2b10/Cyp27a1/Cyp1a1/Cyp4f14/Cyp4x1/Cyp2e1/Cyp2d34"
"BP","GO:0007266","Rho protein signal transduction",126,-0.320213595238832,-1.61406362953978,0.000658701127656988,0.00942117488955065,0.00742703162474167,2950,"tags=34%, list=16%, signal=29%","Rhobtb2/Flot1/Lpar1/Abl1/Abca1/Itgb1/Nradd/Gpr4/Rasip1/Arhgef2/Cdc42se1/Net1/Tax1bp3/Rock2/Flcn/Ctnnal1/Gna13/Bcl6/Plekhg5/Rhoa/Arhgef18/Stard8/Rtkn/Myo9b/Kctd10/Heg1/Rock1/Cdc42/Akap13/Cdc42ep4/Cdc42ep3/Arhgdib/Arhgef3/Eps8l1/Arhgef28/Arhgap32/Rhoj/F11r/Arrb1/Cdc42se2/Stmn1/Adgrg1/Apoe"
"MF","GO:0051020","GTPase binding",312,-0.242560429875956,-1.34293279526103,0.000657144550679084,0.00942117488955065,0.00742703162474167,3733,"tags=33%, list=20%, signal=26%","Ambra1/Exoc8/Vps9d1/Gapvd1/Picalm/Yipf1/Mlph/Evi5/Noxa1/Rasa1/Brk1/Plekhg1/Ankrd27/Ankfy1/Ipo8/Rab11fip3/Sytl5/Golga4/Rragb/Fnbp1l/Tbc1d7/Dvl2/Exoc5/Wdr44/Dvl3/Rapgef6/Llgl1/Micall1/Chm/Sptbn1/Rab8a/Abca1/Vps4a/Pfn1/Iqgap1/Git2/Rasip1/Usp6nl/Dennd5b/Braf/Arhgef2/Rcc2/Cyfip1/Cdc42se1/Yipf2/Pex5/Fmnl1/Rock2/Atg14/Cyfip2/Atp6ap1/Ap1g1/Sgsm1/Rabac1/Rab29/Rab11fip5/Dock2/Als2/Rab3gap1/Exoc2/Sytl4/Prkaca/Mff/Pak2/Rtkn/Ipo11/Ppp1r9a/Rnf41/Pkn1/Strn3/Rilpl1/Myo1c/Myo9b/Map3k11/Coro1c/Abi2/Acap2/Bnip3/Rock1/Unc13d/Tbc1d20/Arhgap1/Akap13/Mfn2/Ppp6r1/Cdc42ep4/Cdc42ep3/Arhgdib/Atp7a/Rac1/Ulk1/Iqgap2/Rusc2/Ocrl/Tmem127/Dennd5a/Rin2/Cdc42se2/Plk2/Ndrg1/Rhobtb3/Nckap1"
"BP","GO:0010631","epithelial cell migration",100,-0.348309332009159,-1.73480339188454,0.000670130652070758,0.00956771342647314,0.00754255292232142,3349,"tags=34%, list=18%, signal=28%","Itga2/Hif1a/Jun/Rreb1/Dusp10/Dab2ip/Apc/Pfn1/Ptk2/Il4/Map4k4/Coro1a/Arf6/Bmpr2/Evl/Pkn1/Tesk1/Zeb2/Prkce/Coro1c/Rock1/Mapre2/Adipor1/Smad4/Pten/Rab11a/Cd63/Plcg1/Glipr2/Irs2/Kit/Tgfbr2/Aqp1/Tgfbr3"
"BP","GO:0051250","negative regulation of lymphocyte activation",162,-0.296602160851344,-1.54457061268927,0.000673218868916855,0.00959485305064745,0.00756394800832601,2866,"tags=35%, list=16%, signal=29%","Mdk/Itch/Lst1/Zbtb7b/Slc4a2/Hmgb3/Bank1/Parp3/Il4/Clec4g/Loxl3/Il4ra/Gimap5/Socs6/Cd300a/Samsn1/Bcl6/Tnfaip3/Irf1/Btla/Bmp4/Spn/Pkn1/Ndfip1/Zc3h12a/Sfrp1/Lax1/Lyn/Tspan32/Prkar1a/Rassf5/Tnfsf4/Cd44/Zfp608/Nrarp/Jak3/Pglyrp2/Inpp5d/Anxa1/Pten/Rag2/Socs5/Lgals9/Casp3/Tnfrsf21/Nfkbid/Cd24a/Cd274/Adora2a/Peli1/H2-T23/Laptm5/Pf4/Flt3/Sdc4/Smad7"
"BP","GO:0070228","regulation of lymphocyte apoptotic process",73,-0.3894225207324,-1.78078924527524,0.000674968334516659,0.00960285054793859,0.00757025270662494,1574,"tags=29%, list=9%, signal=26%","Bmp4/Bcl3/Vhl/Lyn/Rorc/Tnfsf4/Cd44/Jak3/Pten/Prkcq/St3gal1/Nfkbid/Cd24a/Cd274/Serpinb9/Tsc22d3/Irs2/Efna1/Cd27/Ormdl3/Prkd2"
"CC","GO:0031902","late endosome membrane",148,-0.302716297728993,-1.5806442650884,0.000679499743661414,0.00965032939987327,0.00760768189554876,2969,"tags=36%, list=16%, signal=31%","Cln3/Tmem106b/Mr1/Ap5s1/Slc39a14/Micall1/Vti1b/Vps11/Gosr2/Slc31a2/Tmem163/Vps18/Vps4a/Osbpl11/Slc9a6/Vps41/Ubxn6/Irgm1/Stoml1/H2-Oa/Vti1a/Mmd/Chmp5/Abhd6/Yipf2/Chmp1a/Gimap5/Rhob/Vps37b/Lamp2/Hgs/Tmem30a/Mcoln1/H2-DMa/Atg9a/Sppl2a/Ap5m1/Cdip1/Tmem9/Lamtor3/Abca3/Slc29a3/Laptm4b/Clcn3/Tmem59/Arl8b/Vopp1/Cd63/Vps39/Osbpl9/Laptm4a/Pld3/Rab27b/H2-Ob"
"BP","GO:0008584","male gonad development",144,-0.30847512391475,-1.61624029984295,0.000691741499834929,0.00980695273713344,0.00773115338319666,1962,"tags=24%, list=11%, signal=22%","Patz1/Spata2/Arid4a/Ctsl/Tnfsf10/Cbl/Fndc3a/Prdx4/Kdm5a/Ncoa1/Nupr1/Sfrp1/Insl6/Tbc1d20/Hoxa10/Ago4/Pitx2/Sgpl1/Crkl/Smad4/Map7/Rec8/Jmjd1c/Insr/Mmp14/Ctnna1/Esr1/Lhcgr/Gata1/Adgrg1/Rhobtb3/Kit/Icam1/Sdc1/Ccnd1"
"BP","GO:0010171","body morphogenesis",56,-0.409330539082049,-1.73930367476902,0.000708377046998957,0.0100207313203153,0.00789968228926179,1935,"tags=38%, list=11%, signal=34%","Ssbp3/Lrp6/Ep300/Rab3gap1/Ankrd11/Specc1l/Phldb1/Rras/Ski/Crebbp/Zfp950/Kat6a/Tcf7l2/Sgpl1/Dag1/Tiparp/Crispld1/Mmp2/Csrnp1/Asph/Nckap1"
"BP","GO:1901342","regulation of vasculature development",283,-0.252877836938232,-1.35583986162735,0.00070930062061878,0.0100207313203153,0.00789968228926179,2052,"tags=23%, list=11%, signal=21%","Cela1/Hgf/Rhob/Rock2/Hoxa5/Serpinf1/Atf2/Cysltr2/Itga5/Hgs/Tbxa2r/Ramp2/Hmox1/Ninj1/Pxn/Spry2/Ago1/Pdpk1/Itgb2/Jup/Rras/Zc3h12a/Smad1/Ptk2b/Adrb2/Add1/Sh2b3/Rock1/Rapgef3/Vegfc/Cd34/Rnh1/Sirt1/Adam10/Foxj2/Atp2b4/Pml/Emilin1/Ecscr/Itgb3/Gab1/Tcf4/Sphk1/Jak1/Rhoj/Shc1/Plcg1/Tgm2/Ets1/Stim1/Spred1/Rela/Hhex/Stat3/Pik3cg/Tie1/Plk2/Tek/Pf4/Glul/Efna1/Tgfbr2/Eng/Aqp1/Prkd2/Gata2"
"MF","GO:0034713","type I transforming growth factor beta receptor binding",12,-0.720616074392694,-2.08605943035633,0.000731293340276114,0.0102672784716633,0.0080940437687501,90,"tags=33%, list=0%, signal=33%","Snx6/Tgfbr2/Eng/Smad7"
"MF","GO:0008330","protein tyrosine/threonine phosphatase activity",11,-0.734259573370675,-2.0457012276812,0.000731834228397233,0.0102672784716633,0.0080940437687501,1024,"tags=55%, list=6%, signal=52%","Dusp16/Dusp10/Dusp1/Dusp4/Dusp2/Dusp6"
"BP","GO:0002369","T cell cytokine production",46,-0.449615880135667,-1.83760053968294,0.000730359768829164,0.0102672784716633,0.0080940437687501,1185,"tags=28%, list=6%, signal=26%","Crlf2/Il18/Tnfsf4/Il12a/Cd55/Fosl2/Sash3/Tnfrsf1b/Il18rap/Il1r1/Slamf1/Cd81/Smad7"
"BP","GO:0033077","T cell differentiation in thymus",99,-0.333475205883101,-1.66550534725834,0.000731520903362853,0.0102672784716633,0.0080940437687501,3195,"tags=35%, list=17%, signal=29%","Aire/Itpkb/Fzd5/Mr1/Rps6/Abl1/Atg5/Apc/Sos1/Ctnnb1/Il7r/Zeb1/Braf/Clec4g/Ifnar2/Clptm1/Sos2/Dock2/H2-DMa/Bmp4/Zfp36l1/Spn/Nfatc3/Rorc/Zfp608/Fzd8/Zfp36l2/Rag2/Bmi1/Il2rg/Egr3/Nfkbid/Vnn1/Stat5a/Stat5b"
"BP","GO:0034727","piecemeal microautophagy of the nucleus",18,-0.648924872906389,-2.15684616436102,0.000738231393914575,0.0103390778062802,0.00815064561884705,4852,"tags=94%, list=27%, signal=69%","Snx7/Atg12/Atg4a/Atg2b/Atg7/Atg13/Atg5/Ulk2/Atg4d/Atg4c/Rb1cc1/Atg4b/Snx30/Ulk3/Atg9a/Ulk1/Atg2a"
"BP","GO:0045792","negative regulation of cell size",11,-0.733002253735444,-2.04219824261344,0.000746044159585816,0.0103894647513749,0.00819036735621844,1678,"tags=45%, list=9%, signal=41%","Akt1s1/Rhoa/Mfn2/Pten/Deptor"
"BP","GO:2000352","negative regulation of endothelial cell apoptotic process",30,-0.517938719596113,-1.93731999358943,0.000745293074700142,0.0103894647513749,0.00819036735621844,2400,"tags=37%, list=13%, signal=32%","Il4/Braf/Ramp2/Tnfaip3/Pdpk1/Itgb3/Tek/Icam1/Gas6/Angpt1/Gata2"
"BP","GO:0002685","regulation of leukocyte migration",219,-0.267660885376168,-1.47342644070241,0.000746971788212949,0.0103894647513749,0.00819036735621844,2679,"tags=29%, list=15%, signal=25%","Gpsm3/Ptk2/App/Plvap/Dpp4/Nedd9/Med23/Wasl/Il4/Creb3/Cx3cl1/Coro1a/Csf1/Cd200/Cd300a/Gdf15/Nckap1l/Gcnt1/Rhoa/Ptafr/Ninj1/Lrch1/Mapk1/Spn/Ptger3/Jam2/Pik3r1/P2rx4/Cd200r1/Cd99l2/Ptk2b/Lyn/Gp1ba/Vegfc/Tnfsf4/Il27ra/Dusp1/Adam10/Rac1/Tnfrsf18/Il12a/Emilin1/Crkl/Anxa1/Ano6/Itgb3/Cnn2/Lgals9/Cd9/Sell/Jam3/Msn/Mmp14/Spns2/Crk/Stk10/Itga2b/Pdgfd/Il1r1/Slamf1/Icam1/Cd81/Gas6"
"BP","GO:0062197","cellular response to chemical stress",301,-0.252914237954856,-1.38368799043139,0.000745613603805977,0.0103894647513749,0.00819036735621844,3000,"tags=28%, list=16%, signal=24%","Sirt2/Fyn/Cln3/Serpinb6b/Ptgs2/Mdm2/Abl1/Atg5/Pkd2/Rnf146/Slc8a1/Vkorc1l1/Stx2/Abcb1a/Klf2/Lrrc8d/Pex13/Tet1/Cbx8/Stau2/Pyroxd1/Ermp1/Serpinb6a/Xrcc6/Pex5/Zfp277/Rbm11/Net1/Mapk9/Hgf/Rhob/Ppif/Prkaa1/Atf2/Rcsd1/Ep300/Gdf15/Naglu/Dapk1/Ninj1/Tnfaip3/Bmp4/Zfp36l1/Mapk1/Relb/Sirpa/Slc25a24/Mpv17/Stk25/Nr4a2/Zc3h12a/Stk26/Pnpla8/Bnip3/Pdk2/Sirt1/Map1lc3a/Atp7a/Tbc1d24/Pml/Srxn1/Cat/Anxa1/Sphk1/Ddit3/Micu1/Casp3/Kdm6b/Plec/Slc12a6/Oxr1/Mmp2/Rela/Trp53inp1/Fos/Foxo1/Ncoa7/Etv5/Il18rap/Pdgfd/Aqp1/Pink1/Trpc6/Gch1"
"BP","GO:0002520","immune system development",196,-0.273585706308428,-1.46192169507457,0.000750799062681873,0.010424754683045,0.00821818760598788,2479,"tags=26%, list=14%, signal=22%","Clcf1/Sbds/Ctnnb1/Parp3/Il4/Il7r/Braf/Pagr1a/Hoxa3/Batf/Myb/Xrcc6/Smad3/Bcl6/Tnfaip3/Bcl3/Mapk1/Phlpp1/Pkn1/Ndfip1/Coa5/Nfkb2/Pcyt1a/Lyn/Nfatc3/Rorc/Tnfsf4/Il27ra/Ikzf1/Slc40a1/Jak3/Pitx2/Crkl/Il15/Lipa/Rag2/Kmt2a/Nfkbiz/Fgf3/Ltb/Spns2/Nkx2-3/Stat5a/H2-T23/Irak3/Pbx1/Hes1/Stat5b/Tgfbr2/Flt3"
"BP","GO:0099022","vesicle tethering",29,-0.542022753911648,-2.02289545029558,0.000758062267446147,0.0104916941117019,0.00827095822742362,5029,"tags=59%, list=27%, signal=43%","Trappc13/Trappc1/Exoc4/Trappc10/Exoc8/Exoc6/Exoc5/Trappc3/Trappc12/Trappc2/Exoc2/Naglu/Exoc6b/Trappc4/Exoc3/Trappc9/Trappc5"
"BP","GO:0042462","eye photoreceptor cell development",40,0.537622914432901,1.75025788374149,0.000758216725805457,0.0104916941117019,0.00827095822742362,5874,"tags=60%, list=32%, signal=41%","Thy1/Cfh/Samd11/Ntrk2/Hcn1/Vegfa/Trpm1/Pde6c/Ush1c/Samd7/Nr2e3/Olfm3/Nrl/Rp1/Gngt1/Miat/Cnga3/Th/Pax6/Gnat2/Gnat1/Alms1/Rorb/Dzank1"
"BP","GO:0060317","cardiac epithelial to mesenchymal transition",23,-0.581488458929322,-2.0475727398808,0.000767102870791082,0.0105924211800826,0.00835036479094688,1001,"tags=30%, list=5%, signal=29%","Notch1/Smad4/Spry1/Efna1/Tgfbr2/Eng/Tgfbr3"
"BP","GO:0090090","negative regulation of canonical Wnt signaling pathway",112,-0.338288112889964,-1.68729805900324,0.000768117660132209,0.0105924211800826,0.00835036479094688,2899,"tags=32%, list=16%, signal=27%","Dab2ip/Mdk/Pfdn5/Apc/Tle1/App/Gsk3b/Ctnnb1/Limd1/Wwtr1/Ror2/Ppp2r3a/Tle4/Tmem88/Kremen1/Sfrp1/Hdac1/Notch1/Tcf7l2/Fzd6/Tmem64/Amfr/Smad4/Tle6/Stk4/Frmd8/Siah2/Ddit3/Lats2/Tle3/Mapk14/Ubac2/Foxo1/Mllt3/Egr1/Apoe"
"BP","GO:0043467","regulation of generation of precursor metabolites and energy",150,-0.297485312016267,-1.54862024651433,0.000771514145484523,0.0106211342583653,0.00837300028417885,3431,"tags=33%, list=19%, signal=27%","Myog/Abcd1/Ppp1r3f/Hif1a/Ppp2ca/Sphk2/Prkag1/Prkaa2/Akt2/Khk/Mlx/App/Gsk3b/Htr2a/Il4/Dyrk2/Ak4/Ppif/Flcn/Prkaa1/Ep300/Rhoa/Prkaca/Gfpt1/Prkag2/Ier3/Nupr1/Cbfa2t3/Ppp1cb/Sorbs1/Tmem135/Ifnar1/Ndufa4/Mfn2/Ogt/Atp7a/Inpp5k/Ppp1r3d/Insr/Prdm16/Phlda2/Cox7a2l/Zbtb7a/Stat3/Irs2/Cxxc5/Zbtb20/Grb10/Pink1"
"BP","GO:0043300","regulation of leukocyte degranulation",49,-0.435031381364504,-1.81832961539633,0.000775118198270527,0.0106526023133063,0.00839780761892809,2067,"tags=35%, list=11%, signal=31%","Il4/Il4ra/Ap1g1/Cd300a/Nckap1l/Hmox1/Ptafr/Pdpk1/Itgb2/Lyn/Unc13d/Itgam/Syk/Lgals9/Cd84/Gata1/Gata2"
"MF","GO:0004407","histone deacetylase activity",22,-0.595501004533668,-2.09757520824324,0.000781243325264195,0.010718552311477,0.00844979823876134,4545,"tags=64%, list=25%, signal=48%","Suds3/Hdac7/Hdac8/Sirt3/Sirt7/Hdac10/Hdac11/Sirt2/Mta2/Mier1/Atxn3/Hdac5/Hdac1/Sirt1"
"BP","GO:1900181","negative regulation of protein localization to nucleus",38,-0.471683010659548,-1.85131068560001,0.000790574144638773,0.0108281858691965,0.00853622608983738,1436,"tags=29%, list=8%, signal=27%","Ei24/Fbxo4/Sirt1/Pkia/Ywhaz/Tmem98/Lats2/Maged1/Ctnna1/Hnf4a/Angpt1"
"BP","GO:0014909","smooth muscle cell migration",110,-0.325172518760906,-1.62739282787418,0.000792975356866676,0.0108426968846694,0.0085476656153836,1272,"tags=30%, list=7%, signal=28%","Mdk/Lpar1/Ptger4/Mdm2/Ssh1/Pde4d/Ptk2/Iqgap1/Nr4a3/Arpc5/Gna13/Rhoa/Coro1b/Zfp950/Trib1/Il18/Rapgef3/P2ry2/Atp7a/Itgb3/Ddit3/Kcnn4/Camk2d/Ilk/Tlr4/Crk/Pdgfd/Mef2c/Stat5b/Egfl7/Grb10/Egr1/Prkg1"
"MF","GO:0004970","glutamate-gated receptor activity",14,0.730866639149591,1.88984581388823,0.000798634786896086,0.0109016346501812,0.00859412825443655,3854,"tags=64%, list=21%, signal=51%","Grik4/Gria1/Grik3/Grik1/Grin2b/Gria4/Grin2a/Grik2/Grin3a"
"BP","GO:0072659","protein localization to plasma membrane",283,-0.251133225010753,-1.34648588097414,0.000802018412101394,0.0109293605197156,0.0086159854975373,3253,"tags=30%, list=18%, signal=25%","Camk2a/Slmap/Tnfrsf1a/Psmd10/Vamp4/Exoc5/Pacs1/Rapgef6/Akt2/Cln3/Flot1/Ehd2/Sptbn1/Ldlrap1/Rab8a/Arl6/Rer1/Cnst/Optn/Myl12a/Vti1b/Itgb1/Csrp3/Vps4a/Sec23a/Lypla1/Ap2m1/Lyplal1/Pacsin1/Vps35/Ramp1/Tmem150a/Numb/Rhoq/Fcho2/Pkp3/Ccdc88a/Zfyve27/Golph3/Rock2/Arf6/Tspan33/Lrp6/Atp6ap1/Ramp2/Clip3/Zdhhc5/C2cd5/Zdhhc7/Tmem88/Rilpl1/Pik3r1/Pdpk1/Jup/Rap2a/Golph3l/Tmbim1/Stx3/Sorbs1/Rock1/Ppp1r9b/Actb/Efr3a/Sqstm1/Rab10/Atp2b4/Rac1/Inpp5k/P2ry1/Tmem59/Map7/Frmd8/Sys1/Rab11a/Vamp5/Camk2d/F11r/Tspan14/Vamp3/Mmp14/Ppp2r5a/Abi3/Krt18/Cd81/Gas6/Nrxn1"
"BP","GO:0002328","pro-B cell differentiation",13,-0.69808127275925,-2.06422763092555,0.000809054646037321,0.0109777018426926,0.008654094601629,2472,"tags=54%, list=14%, signal=47%","Sos1/Flcn/Sos2/Notch1/Sox4/Hes1/Flt3"
"BP","GO:0030865","cortical cytoskeleton organization",50,-0.419681727295344,-1.75620603202124,0.000809641170429997,0.0109777018426926,0.008654094601629,2938,"tags=40%, list=16%, signal=34%","Llgl1/Ehd2/Llgl2/Iqgap1/Rhoq/Fmnl1/Rock2/Arf6/Nckap1l/Tln1/Rtkn/Pafah1b1/Coro1c/Ptk2b/Rock1/Rac1/Iqgap2/Plec/Plek/Nckap1"
